"","states","year","statesAbbr","disease","datatype","deathpop","class","population","ratio"
"1879","Louisiana",2012,"LA","Heart failure","Nmbr",2002,"Male",2260957.35712,0.0885465616454678
"1880","Louisiana",2012,"LA","Cardiovascular disease","Nmbr",6657,"Male",2260957.35712,0.2944327976393
"1881","Maine",2012,"ME","Cardiovascular disease","Nmbr",1702,"Male",652643.47456,0.260785569203378
"1882","Maine",2012,"ME","Chronic obstructive pulmonary disease","Nmbr",783,"Male",652643.47456,0.119973619674645
"1883","Maine",2012,"ME","Coronary heart disease","Nmbr",854,"Male",652643.47456,0.130852453642588
"1884","Maine",2012,"ME","Heart failure","Nmbr",700,"Male",652643.47456,0.107256109543105
"1885","Maine",2012,"ME","Cerebrovascular disease","Nmbr",227,"Male",652643.47456,0.0347816240946926
"1886","Maryland",2012,"MD","Coronary heart disease","Nmbr",3660,"Male",2893060.2288,0.12650963721962
"1887","Maryland",2012,"MD","Cardiovascular disease","Nmbr",6902,"Male",2893060.2288,0.23857090603547
"1888","Maryland",2012,"MD","Heart failure","Nmbr",1557,"Male",2893060.2288,0.0538184440303139
"1889","Maryland",2012,"MD","Chronic obstructive pulmonary disease","Nmbr",1802,"Male",2893060.2288,0.0622869853196054
"1890","Maryland",2012,"MD","Cerebrovascular disease","Nmbr",920,"Male",2893060.2288,0.0318002366781559
"1891","Massachusetts",2012,"MA","Chronic obstructive pulmonary disease","Nmbr",1870,"Male",3269768.9136,0.0571905859225121
"1892","Massachusetts",2012,"MA","Coronary heart disease","Nmbr",3634,"Male",3269768.9136,0.111139352536048
"1893","Massachusetts",2012,"MA","Cardiovascular disease","Nmbr",7150,"Male",3269768.9136,0.218669887350782
"1894","Massachusetts",2012,"MA","Heart failure","Nmbr",2671,"Male",3269768.9136,0.0816877299460053
"1895","Massachusetts",2012,"MA","Cerebrovascular disease","Nmbr",869,"Male",3269768.9136,0.0265768016934027
"1896","Michigan",2012,"MI","Heart failure","Nmbr",4805,"Male",4855644.01448,0.0989570072614678
"1897","Michigan",2012,"MI","Cerebrovascular disease","Nmbr",1778,"Male",4855644.01448,0.0366171818753152
"1898","Michigan",2012,"MI","Cardiovascular disease","Nmbr",14701,"Male",4855644.01448,0.302761074661985
"1899","Michigan",2012,"MI","Coronary heart disease","Nmbr",8494,"Male",4855644.01448,0.174930451546079
"1900","Michigan",2012,"MI","Chronic obstructive pulmonary disease","Nmbr",5305,"Male",4855644.01448,0.109254302501995
"1901","Minnesota",2012,"MN","Coronary heart disease","Nmbr",2531,"Male",2642443.16616,0.095782570933325
"1902","Minnesota",2012,"MN","Cerebrovascular disease","Nmbr",849,"Male",2642443.16616,0.0321293570613959
"1903","Minnesota",2012,"MN","Cardiovascular disease","Nmbr",5311,"Male",2642443.16616,0.200988239520699
"1904","Minnesota",2012,"MN","Heart failure","Nmbr",2408,"Male",2642443.16616,0.0911277877548188
"1905","Minnesota",2012,"MN","Chronic obstructive pulmonary disease","Nmbr",2245,"Male",2642443.16616,0.0849592539491563
"1906","Mississippi",2012,"MS","Heart failure","Nmbr",1965,"Male",1466317.3392,0.13400919074394
"1907","Mississippi",2012,"MS","Chronic obstructive pulmonary disease","Nmbr",1655,"Male",1466317.3392,0.112867791695278
"1908","Mississippi",2012,"MS","Cerebrovascular disease","Nmbr",608,"Male",1466317.3392,0.0414644213599571
"1909","Mississippi",2012,"MS","Cardiovascular disease","Nmbr",4748,"Male",1466317.3392,0.323804395751771
"1910","Mississippi",2012,"MS","Coronary heart disease","Nmbr",2165,"Male",1466317.3392,0.1476488030334
"1911","Missouri",2012,"MO","Heart failure","Nmbr",2797,"Male",2959227.84416,0.0945178995094901
"1912","Missouri",2012,"MO","Chronic obstructive pulmonary disease","Nmbr",3297,"Male",2959227.84416,0.111414199028527
"1913","Missouri",2012,"MO","Coronary heart disease","Nmbr",4891,"Male",2959227.84416,0.165279601895215
"1914","Missouri",2012,"MO","Cerebrovascular disease","Nmbr",1197,"Male",2959227.84416,0.0404497410485734
"1915","Missouri",2012,"MO","Cardiovascular disease","Nmbr",8813,"Male",2959227.84416,0.297814175322537
"1916","Montana",2012,"MT","Cerebrovascular disease","Nmbr",176,"Male",493652.70584,0.0356525950162712
"1917","Montana",2012,"MT","Cardiovascular disease","Nmbr",1343,"Male",493652.70584,0.272053608561661
"1918","Montana",2012,"MT","Heart failure","Nmbr",491,"Male",493652.70584,0.0994626372328931
"1919","Montana",2012,"MT","Chronic obstructive pulmonary disease","Nmbr",575,"Male",493652.70584,0.116478648490659
"1920","Montana",2012,"MT","Coronary heart disease","Nmbr",695,"Male",493652.70584,0.140787236001753
"1921","Nebraska",2012,"NE","Cerebrovascular disease","Nmbr",313,"Male",911505.45976,0.0343387959609604
"1922","Nebraska",2012,"NE","Cardiovascular disease","Nmbr",2179,"Male",911505.45976,0.239055068367197
"1923","Nebraska",2012,"NE","Coronary heart disease","Nmbr",999,"Male",911505.45976,0.109598904680509
"1924","Nebraska",2012,"NE","Heart failure","Nmbr",1031,"Male",911505.45976,0.113109580305911
"1925","Nebraska",2012,"NE","Chronic obstructive pulmonary disease","Nmbr",1135,"Male",911505.45976,0.124519276088466
"1926","Nevada",2012,"NV","Cardiovascular disease","Nmbr",3774,"Male",1352973.71888,0.278941116692506
"1927","Nevada",2012,"NV","Coronary heart disease","Nmbr",1703,"Male",1352973.71888,0.125870885460344
"1928","Nevada",2012,"NV","Cerebrovascular disease","Nmbr",434,"Male",1352973.71888,0.0320774893069814
"1929","Nevada",2012,"NV","Heart failure","Nmbr",683,"Male",1352973.71888,0.0504813944623693
"1930","Nevada",2012,"NV","Chronic obstructive pulmonary disease","Nmbr",1088,"Male",1352973.71888,0.0804154570645063
"1931","New Hampshire",2012,"NH","Chronic obstructive pulmonary disease","Nmbr",622,"Male",648962.53016,0.0958452870686768
"1932","New Hampshire",2012,"NH","Heart failure","Nmbr",583,"Male",648962.53016,0.0898356951142099
"1933","New Hampshire",2012,"NH","Cerebrovascular disease","Nmbr",176,"Male",648962.53016,0.0271202098457992
"1934","New Hampshire",2012,"NH","Cardiovascular disease","Nmbr",1481,"Male",648962.53016,0.228210402168345
"1935","New Hampshire",2012,"NH","Coronary heart disease","Nmbr",847,"Male",648962.53016,0.130516009882909
"1936","New Jersey",2012,"NJ","Cerebrovascular disease","Nmbr",1405,"Male",4358637.45016,0.0322348443995594
"1937","New Jersey",2012,"NJ","Coronary heart disease","Nmbr",5987,"Male",4358637.45016,0.137359440156699
"1938","New Jersey",2012,"NJ","Cardiovascular disease","Nmbr",11265,"Male",4358637.45016,0.25845232894024
"1939","New Jersey",2012,"NJ","Chronic obstructive pulmonary disease","Nmbr",3013,"Male",4358637.45016,0.0691271075984858
"1940","New Jersey",2012,"NJ","Heart failure","Nmbr",3394,"Male",4358637.45016,0.0778683714534553
"1941","New Mexico",2012,"NM","Coronary heart disease","Nmbr",1247,"Male",1023883.04704,0.12179125375745
"1942","New Mexico",2012,"NM","Cerebrovascular disease","Nmbr",286,"Male",1023883.04704,0.0279328777663438
"1943","New Mexico",2012,"NM","Cardiovascular disease","Nmbr",2216,"Male",1023883.04704,0.216430968986776
"1944","New Mexico",2012,"NM","Chronic obstructive pulmonary disease","Nmbr",978,"Male",1023883.04704,0.0955187218723226
"1945","New Mexico",2012,"NM","Heart failure","Nmbr",746,"Male",1023883.04704,0.0728598839639598
"1946","New York",2012,"NY","Coronary heart disease","Nmbr",15470,"Male",9629380.50872,0.160654156162912
"1947","New York",2012,"NY","Chronic obstructive pulmonary disease","Nmbr",6367,"Male",9629380.50872,0.0661205567090665
"1948","New York",2012,"NY","Cerebrovascular disease","Nmbr",2444,"Male",9629380.50872,0.0253806566038886
"1949","New York",2012,"NY","Heart failure","Nmbr",7188,"Male",9629380.50872,0.0746465465093089
"1950","New York",2012,"NY","Cardiovascular disease","Nmbr",25236,"Male",9629380.50872,0.262072933738024
"1951","North Carolina",2012,"NC","Heart failure","Nmbr",3961,"Male",4786956.95352,0.0827456782766211
"1952","North Carolina",2012,"NC","Cerebrovascular disease","Nmbr",1804,"Male",4786956.95352,0.037685736836916
"1953","North Carolina",2012,"NC","Chronic obstructive pulmonary disease","Nmbr",4687,"Male",4786956.95352,0.097911889442697
"1954","North Carolina",2012,"NC","Coronary heart disease","Nmbr",6019,"Male",4786956.95352,0.125737500011861
"1955","North Carolina",2012,"NC","Cardiovascular disease","Nmbr",11617,"Male",4786956.95352,0.24268026875524
"1956","North Dakota",2012,"ND","Coronary heart disease","Nmbr",484,"Male",344896.3868,0.140332000717846
"1957","North Dakota",2012,"ND","Cerebrovascular disease","Nmbr",131,"Male",344896.3868,0.0379824216818963
"1958","North Dakota",2012,"ND","Heart failure","Nmbr",424,"Male",344896.3868,0.122935471703237
"1959","North Dakota",2012,"ND","Chronic obstructive pulmonary disease","Nmbr",394,"Male",344896.3868,0.114237207195932
"1960","North Dakota",2012,"ND","Cardiovascular disease","Nmbr",896,"Male",344896.3868,0.259788166618161
"1961","Ohio",2012,"OH","Chronic obstructive pulmonary disease","Nmbr",7042,"Male",5673311.66696,0.124125033373557
"1962","Ohio",2012,"OH","Coronary heart disease","Nmbr",8962,"Male",5673311.66696,0.157967700808551
"1963","Ohio",2012,"OH","Heart failure","Nmbr",5741,"Male",5673311.66696,0.101193100908491
"1964","Ohio",2012,"OH","Cardiovascular disease","Nmbr",17024,"Male",5673311.66696,0.300071651256949
"1965","Ohio",2012,"OH","Cerebrovascular disease","Nmbr",2371,"Male",5673311.66696,0.0417921690043601
"1966","Oklahoma",2012,"OK","Cardiovascular disease","Nmbr",5938,"Male",1874938.51048,0.316703719445169
"1967","Oklahoma",2012,"OK","Heart failure","Nmbr",2276,"Male",1874938.51048,0.121390647601415
"1968","Oklahoma",2012,"OK","Coronary heart disease","Nmbr",3401,"Male",1874938.51048,0.181392615330586
"1969","Oklahoma",2012,"OK","Chronic obstructive pulmonary disease","Nmbr",2666,"Male",1874938.51048,0.142191329747528
"1970","Oklahoma",2012,"OK","Cerebrovascular disease","Nmbr",784,"Male",1874938.51048,0.0418147046219286
"1971","Oregon",2012,"OR","Chronic obstructive pulmonary disease","Nmbr",2019,"Male",1915094.93728,0.105425582862622
"1972","Oregon",2012,"OR","Coronary heart disease","Nmbr",2066,"Male",1915094.93728,0.107879769288844
"1973","Oregon",2012,"OR","Cardiovascular disease","Nmbr",4466,"Male",1915094.93728,0.23319992722361
"1974","Oregon",2012,"OR","Cerebrovascular disease","Nmbr",748,"Male",1915094.93728,0.0390581158896687
"1975","Oregon",2012,"OR","Heart failure","Nmbr",2268,"Male",1915094.93728,0.118427549248354
"1976","Pennsylvania",2012,"PA","Cardiovascular disease","Nmbr",19040,"Male",6272972.13368,0.303524383565694
"1977","Pennsylvania",2012,"PA","Coronary heart disease","Nmbr",10088,"Male",6272972.13368,0.160816910788378
"1978","Pennsylvania",2012,"PA","Heart failure","Nmbr",6585,"Male",6272972.13368,0.104974163118703
"1979","Pennsylvania",2012,"PA","Chronic obstructive pulmonary disease","Nmbr",6470,"Male",6272972.13368,0.103140901348216
"1980","Pennsylvania",2012,"PA","Cerebrovascular disease","Nmbr",2483,"Male",6272972.13368,0.0395825128357993
"1981","Rhode Island",2012,"RI","Heart failure","Nmbr",573,"Male",516851.25016,0.110863618850224
"1982","Rhode Island",2012,"RI","Cardiovascular disease","Nmbr",1396,"Male",516851.25016,0.270097053952727
"1983","Rhode Island",2012,"RI","Coronary heart disease","Nmbr",862,"Male",516851.25016,0.166779126437859
"1984","Rhode Island",2012,"RI","Cerebrovascular disease","Nmbr",168,"Male",516851.25016,0.0325045165215316
"1985","Rhode Island",2012,"RI","Chronic obstructive pulmonary disease","Nmbr",544,"Male",516851.25016,0.10525272016496
"1986","South Carolina",2012,"SC","Heart failure","Nmbr",2232,"Male",2318744.99192,0.096258968009752
"1987","South Carolina",2012,"SC","Chronic obstructive pulmonary disease","Nmbr",2267,"Male",2318744.99192,0.0977684052321272
"1988","South Carolina",2012,"SC","Cerebrovascular disease","Nmbr",1023,"Male",2318744.99192,0.0441186936711363
"1989","South Carolina",2012,"SC","Cardiovascular disease","Nmbr",6520,"Male",2318744.99192,0.281186591139598
"1990","South Carolina",2012,"SC","Coronary heart disease","Nmbr",3077,"Male",2318744.99192,0.132701095235666
"1991","South Dakota",2012,"SD","Chronic obstructive pulmonary disease","Nmbr",547,"Male",409903.97672,0.133445887589827
"1992","South Dakota",2012,"SD","Coronary heart disease","Nmbr",657,"Male",409903.97672,0.160281440852863
"1993","South Dakota",2012,"SD","Cardiovascular disease","Nmbr",1095,"Male",409903.97672,0.267135734754772
"1994","South Dakota",2012,"SD","Cerebrovascular disease","Nmbr",170,"Male",409903.97672,0.0414731277701472
"1995","South Dakota",2012,"SD","Heart failure","Nmbr",405,"Male",409903.97672,0.0988036279229977
"1996","Tennessee",2012,"TN","Chronic obstructive pulmonary disease","Nmbr",3868,"Male",3170409.93528,0.122003150348392
"1997","Tennessee",2012,"TN","Coronary heart disease","Nmbr",5568,"Male",3170409.93528,0.175623976509784
"1998","Tennessee",2012,"TN","Cerebrovascular disease","Nmbr",1317,"Male",3170409.93528,0.0415403694438551
"1999","Tennessee",2012,"TN","Heart failure","Nmbr",2798,"Male",3170409.93528,0.0882535715291622
"2000","Tennessee",2012,"TN","Cardiovascular disease","Nmbr",9507,"Male",3170409.93528,0.299866584891975
"2001","Texas",2012,"TX","Heart failure","Nmbr",9623,"Male",12813193.59992,0.075102275829658
"2002","Texas",2012,"TX","Coronary heart disease","Nmbr",13708,"Male",12813193.59992,0.106983476781976
"2003","Texas",2012,"TX","Cardiovascular disease","Nmbr",26689,"Male",12813193.59992,0.208293114373661
"2004","Texas",2012,"TX","Cerebrovascular disease","Nmbr",3995,"Male",12813193.59992,0.0311787999521442
"2005","Texas",2012,"TX","Chronic obstructive pulmonary disease","Nmbr",10012,"Male",12813193.59992,0.0781382090415188
"2006","Utah",2012,"UT","Cardiovascular disease","Nmbr",2121,"Male",1402807.17416,0.151196831543869
"2007","Utah",2012,"UT","Heart failure","Nmbr",839,"Male",1402807.17416,0.0598086476498377
"2008","Utah",2012,"UT","Chronic obstructive pulmonary disease","Nmbr",602,"Male",1402807.17416,0.0429139521873687
"2009","Utah",2012,"UT","Cerebrovascular disease","Nmbr",334,"Male",1402807.17416,0.0238094020441547
"2010","Utah",2012,"UT","Coronary heart disease","Nmbr",959,"Male",1402807.17416,0.0683629238333664
"2011","Vermont",2012,"VT","Heart failure","Nmbr",324,"Male",307636.58576,0.105319072892314
"2012","Vermont",2012,"VT","Cerebrovascular disease","Nmbr",101,"Male",307636.58576,0.0328309455621102
"2013","Vermont",2012,"VT","Chronic obstructive pulmonary disease","Nmbr",456,"Male",307636.58576,0.148226843329923
"2014","Vermont",2012,"VT","Cardiovascular disease","Nmbr",813,"Male",307636.58576,0.264272858831639
"2015","Vermont",2012,"VT","Coronary heart disease","Nmbr",469,"Male",307636.58576,0.152452608600294
"2016","Virginia",2012,"VA","Heart failure","Nmbr",2921,"Male",4023929.83888,0.0725907288883798
"2017","Virginia",2012,"VA","Coronary heart disease","Nmbr",4283,"Male",4023929.83888,0.106438237531301
"2018","Virginia",2012,"VA","Cardiovascular disease","Nmbr",8977,"Male",4023929.83888,0.223090370842515
"2019","Virginia",2012,"VA","Cerebrovascular disease","Nmbr",1407,"Male",4023929.83888,0.0349658183998461
"2020","Virginia",2012,"VA","Chronic obstructive pulmonary disease","Nmbr",2675,"Male",4023929.83888,0.0664773022171914
"2021","Washington",2012,"WA","Heart failure","Nmbr",3246,"Male",3387398.04704,0.0958257622789988
"2022","Washington",2012,"WA","Coronary heart disease","Nmbr",3901,"Male",3387398.04704,0.115162137600239
"2023","Washington",2012,"WA","Cardiovascular disease","Nmbr",7214,"Male",3387398.04704,0.212965819186906
"2024","Washington",2012,"WA","Cerebrovascular disease","Nmbr",1041,"Male",3387398.04704,0.0307315522281078
"2025","Washington",2012,"WA","Chronic obstructive pulmonary disease","Nmbr",3146,"Male",3387398.04704,0.0928736439093439
"2026","West Virginia",2012,"WV","Cardiovascular disease","Nmbr",3211,"Male",911657.70696,0.352215527328492
"2027","West Virginia",2012,"WV","Chronic obstructive pulmonary disease","Nmbr",1601,"Male",911657.70696,0.175614157350643
"2028","West Virginia",2012,"WV","Heart failure","Nmbr",1224,"Male",911657.70696,0.13426091729993
"2029","West Virginia",2012,"WV","Cerebrovascular disease","Nmbr",450,"Male",911657.70696,0.0493606313602682
"2030","West Virginia",2012,"WV","Coronary heart disease","Nmbr",1724,"Male",911657.70696,0.189106063255783
"2031","Wisconsin",2012,"WI","Cardiovascular disease","Nmbr",7344,"Male",2812360.37264,0.261132964020044
"2032","Wisconsin",2012,"WI","Heart failure","Nmbr",2719,"Male",2812360.37264,0.0966803552792076
"2033","Wisconsin",2012,"WI","Cerebrovascular disease","Nmbr",1009,"Male",2812360.37264,0.035877336696109
"2034","Wisconsin",2012,"WI","Chronic obstructive pulmonary disease","Nmbr",2444,"Male",2812360.37264,0.0869020920567795
"2035","Wisconsin",2012,"WI","Coronary heart disease","Nmbr",3879,"Male",2812360.37264,0.13792684741745
"2036","Wyoming",2012,"WY","Heart failure","Nmbr",244,"Male",283415.5296,0.0860926711900264
"2037","Wyoming",2012,"WY","Chronic obstructive pulmonary disease","Nmbr",321,"Male",283415.5296,0.113261260049174
"2038","Wyoming",2012,"WY","Coronary heart disease","Nmbr",391,"Male",283415.5296,0.137959977193854
"2039","Wyoming",2012,"WY","Cardiovascular disease","Nmbr",705,"Male",283415.5296,0.24875136552856
"2040","Wyoming",2012,"WY","Cerebrovascular disease","Nmbr",75,"Male",283415.5296,0.0264629112264425
"2041","Alabama",2013,"AL","Cerebrovascular disease","Nmbr",1131,"Male",2372371.36696,0.0476738176725377
"2042","Alabama",2013,"AL","Chronic obstructive pulmonary disease","Nmbr",2738,"Male",2372371.36696,0.115411947645807
"2043","Alabama",2013,"AL","Cardiovascular disease","Nmbr",8303,"Male",2372371.36696,0.34998736351466
"2044","Alabama",2013,"AL","Coronary heart disease","Nmbr",3086,"Male",2372371.36696,0.130080814621973
"2045","Alabama",2013,"AL","Heart failure","Nmbr",2823,"Male",2372371.36696,0.118994860556652
"2046","Alaska",2013,"AK","Chronic obstructive pulmonary disease","Nmbr",220,"Male",362172.51504,0.0607445321950237
"2047","Alaska",2013,"AK","Cardiovascular disease","Nmbr",569,"Male",362172.51504,0.15710744917713
"2048","Alaska",2013,"AK","Heart failure","Nmbr",163,"Male",362172.51504,0.045006176126313
"2049","Alaska",2013,"AK","Coronary heart disease","Nmbr",270,"Male",362172.51504,0.0745501076938928
"2050","Alaska",2013,"AK","Cerebrovascular disease","Nmbr",81,"Male",362172.51504,0.0223650323081678
"2051","Arizona",2013,"AZ","Heart failure","Nmbr",2382,"Male",3256518.00488,0.0731456112458305
"2052","Arizona",2013,"AZ","Cerebrovascular disease","Nmbr",923,"Male",3256518.00488,0.0283431566666253
"2053","Arizona",2013,"AZ","Chronic obstructive pulmonary disease","Nmbr",2830,"Male",3256518.00488,0.0869026363667927
"2054","Arizona",2013,"AZ","Cardiovascular disease","Nmbr",7687,"Male",3256518.00488,0.236049669876868
"2055","Arizona",2013,"AZ","Coronary heart disease","Nmbr",4387,"Male",3256518.00488,0.134714440191208
"2056","Arkansas",2013,"AR","Heart failure","Nmbr",1843,"Male",1452711.84184,0.126866178612936
"2057","Arkansas",2013,"AR","Cerebrovascular disease","Nmbr",687,"Male",1452711.84184,0.047290865277855
"2058","Arkansas",2013,"AR","Chronic obstructive pulmonary disease","Nmbr",1742,"Male",1452711.84184,0.119913664212552
"2059","Arkansas",2013,"AR","Cardiovascular disease","Nmbr",4829,"Male",1452711.84184,0.332412792469813
"2060","Arkansas",2013,"AR","Coronary heart disease","Nmbr",2437,"Male",1452711.84184,0.167755223700339
"2061","California",2013,"CA","Cerebrovascular disease","Nmbr",5850,"Male",18865946.54336,0.0310082506942062
"2062","California",2013,"CA","Heart failure","Nmbr",14861,"Male",18865946.54336,0.0787715578746322
"2063","California",2013,"CA","Cardiovascular disease","Nmbr",41427,"Male",18865946.54336,0.219586119916048
"2064","California",2013,"CA","Coronary heart disease","Nmbr",22236,"Male",18865946.54336,0.117863155972029
"2065","California",2013,"CA","Chronic obstructive pulmonary disease","Nmbr",13745,"Male",18865946.54336,0.072856137742199
"2066","Colorado",2013,"CO","Cardiovascular disease","Nmbr",4442,"Male",2588758.34784,0.17158805122565
"2067","Colorado",2013,"CO","Chronic obstructive pulmonary disease","Nmbr",2279,"Male",2588758.34784,0.0880344819322956
"2068","Colorado",2013,"CO","Coronary heart disease","Nmbr",2194,"Male",2588758.34784,0.0847510545675545
"2069","Colorado",2013,"CO","Heart failure","Nmbr",1866,"Male",2588758.34784,0.0720808877953768
"2070","Colorado",2013,"CO","Cerebrovascular disease","Nmbr",655,"Male",2588758.34784,0.0253017049871231
"2071","Connecticut",2013,"CT","Cardiovascular disease","Nmbr",4420,"Male",1766641.14816,0.250192293132283
"2072","Connecticut",2013,"CT","Chronic obstructive pulmonary disease","Nmbr",1212,"Male",1766641.14816,0.0686047645421555
"2073","Connecticut",2013,"CT","Cerebrovascular disease","Nmbr",531,"Male",1766641.14816,0.0300570379305978
"2074","Connecticut",2013,"CT","Heart failure","Nmbr",1610,"Male",1766641.14816,0.0911333918423022
"2075","Connecticut",2013,"CT","Coronary heart disease","Nmbr",2016,"Male",1766641.14816,0.1141148558721
"2076","Delaware",2013,"DE","Cerebrovascular disease","Nmbr",169,"Male",454459.36536,0.037187043084947
"2077","Delaware",2013,"DE","Cardiovascular disease","Nmbr",1193,"Male",454459.36536,0.262509718345218
"2078","Delaware",2013,"DE","Heart failure","Nmbr",355,"Male",454459.36536,0.0781147946458946
"2079","Delaware",2013,"DE","Chronic obstructive pulmonary disease","Nmbr",411,"Male",454459.36536,0.0904371284491907
"2080","Delaware",2013,"DE","Coronary heart disease","Nmbr",669,"Male",454459.36536,0.147207880614376
"2081","District of Columbia",2013,"DC","Cardiovascular disease","Nmbr",826,"Male",319002.0848,0.25893247704568
"2082","District of Columbia",2013,"DC","Cerebrovascular disease","Nmbr",82,"Male",319002.0848,0.0257051611594985
"2083","District of Columbia",2013,"DC","Chronic obstructive pulmonary disease","Nmbr",153,"Male",319002.0848,0.0479620689927228
"2084","District of Columbia",2013,"DC","Heart failure","Nmbr",147,"Male",319002.0848,0.0460812035420278
"2085","District of Columbia",2013,"DC","Coronary heart disease","Nmbr",455,"Male",319002.0848,0.142632296677705
"2086","Florida",2013,"FL","Coronary heart disease","Nmbr",15750,"Male",9623234.63304,0.163666382464838
"2087","Florida",2013,"FL","Chronic obstructive pulmonary disease","Nmbr",10324,"Male",9623234.63304,0.107282014766158
"2088","Florida",2013,"FL","Cardiovascular disease","Nmbr",29124,"Male",9623234.63304,0.302642522089266
"2089","Florida",2013,"FL","Heart failure","Nmbr",7904,"Male",9623234.63304,0.0821345452064813
"2090","Florida",2013,"FL","Cerebrovascular disease","Nmbr",3826,"Male",9623234.63304,0.0397579415435219
"2091","Georgia",2013,"GA","Heart failure","Nmbr",3659,"Male",4907055.92944,0.0745660952842975
"2092","Georgia",2013,"GA","Chronic obstructive pulmonary disease","Nmbr",3551,"Male",4907055.92944,0.0723651829337361
"2093","Georgia",2013,"GA","Cardiovascular disease","Nmbr",11341,"Male",4907055.92944,0.231116175627007
"2094","Georgia",2013,"GA","Cerebrovascular disease","Nmbr",1494,"Male",4907055.92944,0.0304459541827659
"2095","Georgia",2013,"GA","Coronary heart disease","Nmbr",4536,"Male",4907055.92944,0.0924383187235784
"2096","Hawaii",2013,"HI","Cerebrovascular disease","Nmbr",279,"Male",691872.6668,0.0403253392405876
"2097","Hawaii",2013,"HI","Cardiovascular disease","Nmbr",1820,"Male",691872.6668,0.263054184293439
"2098","Hawaii",2013,"HI","Heart failure","Nmbr",499,"Male",691872.6668,0.0721230977815527
"2099","Hawaii",2013,"HI","Coronary heart disease","Nmbr",763,"Male",691872.6668,0.110280408030711
"2100","Hawaii",2013,"HI","Chronic obstructive pulmonary disease","Nmbr",349,"Male",691872.6668,0.0504428078672583
"2101","Idaho",2013,"ID","Coronary heart disease","Nmbr",852,"Male",792070.9692,0.107566118836615
"2102","Idaho",2013,"ID","Heart failure","Nmbr",695,"Male",792070.9692,0.0877446626660181
"2103","Idaho",2013,"ID","Chronic obstructive pulmonary disease","Nmbr",746,"Male",792070.9692,0.0941834796386324
"2104","Idaho",2013,"ID","Cardiovascular disease","Nmbr",1759,"Male",792070.9692,0.222076059898598
"2105","Idaho",2013,"ID","Cerebrovascular disease","Nmbr",266,"Male",792070.9692,0.033582849308145
"2106","Illinois",2013,"IL","Cardiovascular disease","Nmbr",16062,"Male",6330330.5296,0.25373082692753
"2107","Illinois",2013,"IL","Heart failure","Nmbr",5426,"Male",6330330.5296,0.0857143236775483
"2108","Illinois",2013,"IL","Coronary heart disease","Nmbr",7853,"Male",6330330.5296,0.124053553969736
"2109","Illinois",2013,"IL","Cerebrovascular disease","Nmbr",2179,"Male",6330330.5296,0.0344215833566859
"2110","Illinois",2013,"IL","Chronic obstructive pulmonary disease","Nmbr",4894,"Male",6330330.5296,0.0773103391223592
"2111","Indiana",2013,"IN","Heart failure","Nmbr",3660,"Male",3226912.80016,0.113421100186486
"2112","Indiana",2013,"IN","Cardiovascular disease","Nmbr",9068,"Male",3226912.80016,0.28101162199209
"2113","Indiana",2013,"IN","Coronary heart disease","Nmbr",4597,"Male",3226912.80016,0.142458141409091
"2114","Indiana",2013,"IN","Chronic obstructive pulmonary disease","Nmbr",4348,"Male",3226912.80016,0.134741787871814
"2115","Indiana",2013,"IN","Cerebrovascular disease","Nmbr",1224,"Male",3226912.80016,0.0379309908820378
"2116","Iowa",2013,"IA","Heart failure","Nmbr",1646,"Male",1518653.05088,0.10838551959226
"2117","Iowa",2013,"IA","Cerebrovascular disease","Nmbr",543,"Male",1518653.05088,0.035755368856985
"2118","Iowa",2013,"IA","Coronary heart disease","Nmbr",2673,"Male",1518653.05088,0.176011235644053
"2119","Iowa",2013,"IA","Chronic obstructive pulmonary disease","Nmbr",1913,"Male",1518653.05088,0.125966888809231
"2120","Iowa",2013,"IA","Cardiovascular disease","Nmbr",4486,"Male",1518653.05088,0.295393341975018
"2121","Kansas",2013,"KS","Cerebrovascular disease","Nmbr",526,"Male",1421610.6856,0.0370002846298245
"2122","Kansas",2013,"KS","Heart failure","Nmbr",1355,"Male",1421610.6856,0.0953144214323427
"2123","Kansas",2013,"KS","Cardiovascular disease","Nmbr",3692,"Male",1421610.6856,0.259705419873217
"2124","Kansas",2013,"KS","Chronic obstructive pulmonary disease","Nmbr",1429,"Male",1421610.6856,0.100519784669238
"2125","Kansas",2013,"KS","Coronary heart disease","Nmbr",1778,"Male",1421610.6856,0.12506940317838
"2126","Kentucky",2013,"KY","Heart failure","Nmbr",2376,"Male",2160191.32,0.109990257714766
"2127","Kentucky",2013,"KY","Chronic obstructive pulmonary disease","Nmbr",3114,"Male",2160191.32,0.144153898368595
"2128","Kentucky",2013,"KY","Cerebrovascular disease","Nmbr",807,"Male",2160191.32,0.0373578021783737
"2129","Kentucky",2013,"KY","Coronary heart disease","Nmbr",3253,"Male",2160191.32,0.150588513613692
"2130","Kentucky",2013,"KY","Cardiovascular disease","Nmbr",6533,"Male",2160191.32,0.302426916519598
"2131","Louisiana",2013,"LA","Cardiovascular disease","Nmbr",6908,"Male",2272653.37992,0.303961882662598
"2132","Louisiana",2013,"LA","Chronic obstructive pulmonary disease","Nmbr",1958,"Male",2272653.37992,0.086154801136851
"2133","Louisiana",2013,"LA","Coronary heart disease","Nmbr",3143,"Male",2272653.37992,0.138296496411197
