"","states","year","disease","deathpop","class","population","ratio"
"2859","Washington",2012,"Mortality from coronary heart disease",3901,"Male",6897292,0.000565584290182292
"2860","Washington",2012,"Current asthma prevalence among adults aged >= 18 years",9.7,"Overall",6897292,1.40634904249378e-06
"2861","Washington",2012,"Mortality from coronary heart disease",2596,"Female",6897292,0.000376379599413799
"2862","Washington",2012,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.7,"Overall",6897292,8.26411293011808e-07
"2863","Washington",2012,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",5991,"Overall",6897292,0.000868601764286621
"2864","Washington",2012,"Mortality from diseases of the heart",4725,"Female",6897292,0.000685051466575578
"2865","Washington",2012,"Mortality from heart failure",3246,"Male",6897292,0.000470619483704619
"2866","Washington",2012,"Mortality from heart failure",3547,"Female",6897292,0.000514259799353137
"2867","Washington",2012,"Mortality from heart failure",6793,"Overall",6897292,0.000984879283057757
"2868","Washington",2012,"Mortality from coronary heart disease",6497,"Overall",6897292,0.000941963889596091
"2869","Washington",2012,"Mortality from total cardiovascular disease",7214,"Male",6897292,0.00104591773119073
"2870","West Virginia",2012,"Mortality from heart failure",1493,"Female",1856283,0.000804295465723707
"2871","West Virginia",2012,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",10.5,"Overall",1856283,5.65646509718615e-06
"2872","West Virginia",2012,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",3089,"Overall",1856283,0.001664078160496
"2873","West Virginia",2012,"Mortality from total cardiovascular disease",3383,"Female",1856283,0.00182245918321721
"2874","West Virginia",2012,"Mortality from coronary heart disease",1724,"Male",1856283,0.000928737697861802
"2875","West Virginia",2012,"Mortality from coronary heart disease",3112,"Overall",1856283,0.00167646851261365
"2876","West Virginia",2012,"Mortality from cerebrovascular disease (stroke)",1140,"Overall",1856283,0.000614130496265925
"2877","West Virginia",2012,"Mortality from diseases of the heart",2529,"Male",1856283,0.00136240002197941
"2878","West Virginia",2012,"Current asthma prevalence among adults aged >= 18 years",10.2,"Overall",1856283,5.49485180869512e-06
"2879","West Virginia",2012,"Mortality from diseases of the heart",4942,"Overall",1856283,0.00266230957240895
"2880","West Virginia",2012,"Mortality from heart failure",2717,"Overall",1856283,0.00146367768276712
"2881","West Virginia",2012,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1488,"Female",1856283,0.000801601910915523
"2882","West Virginia",2012,"Mortality from coronary heart disease",1388,"Female",1856283,0.000747730814751845
"2883","West Virginia",2012,"Mortality from total cardiovascular disease",3211,"Male",1856283,0.00172980089781569
"2884","West Virginia",2012,"Mortality from cerebrovascular disease (stroke)",450,"Male",1856283,0.000242419932736549
"2885","West Virginia",2012,"Mortality from diseases of the heart",2413,"Female",1856283,0.00129990955042954
"2886","West Virginia",2012,"Mortality from total cardiovascular disease",6594,"Overall",1856283,0.0035522600810329
"2887","West Virginia",2012,"Mortality from cerebrovascular disease (stroke)",690,"Female",1856283,0.000371710563529376
"2888","West Virginia",2012,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",14.6,"Overall",1856283,7.86518003989693e-06
"2889","West Virginia",2012,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1601,"Male",1856283,0.000862476249580479
"2890","West Virginia",2012,"Mortality from heart failure",1224,"Male",1856283,0.000659382217043414
"2891","Wisconsin",2012,"Mortality from diseases of the heart",11282,"Overall",5726422,0.00197016566365525
"2892","Wisconsin",2012,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",7.7,"Overall",5726422,1.34464417746369e-06
"2893","Wisconsin",2012,"Mortality from cerebrovascular disease (stroke)",2520,"Overall",5726422,0.000440065367169936
"2894","Wisconsin",2012,"Mortality from coronary heart disease",2835,"Female",5726422,0.000495073538066178
"2895","Wisconsin",2012,"Current asthma prevalence among adults aged >= 18 years",8.6,"Overall",5726422,1.50181038002439e-06
"2896","Wisconsin",2012,"Mortality from heart failure",5856,"Overall",5726422,0.00102262809132823
"2897","Wisconsin",2012,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.1,"Overall",5726422,8.90608481177252e-07
"2898","Wisconsin",2012,"Mortality from total cardiovascular disease",14880,"Overall",5726422,0.0025984812156701
"2899","Wisconsin",2012,"Mortality from cerebrovascular disease (stroke)",1511,"Female",5726422,0.000263864591188005
"2900","Wisconsin",2012,"Mortality from total cardiovascular disease",7536,"Female",5726422,0.00131600500277486
"2901","Wisconsin",2012,"Mortality from total cardiovascular disease",7344,"Male",5726422,0.00128247621289524
"2902","Wisconsin",2012,"Mortality from diseases of the heart",5417,"Female",5726422,0.000945965910301406
"2903","Wisconsin",2012,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2321,"Female",5726422,0.000405314173492628
"2904","Wisconsin",2012,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",4765,"Overall",5726422,0.000832107728001883
"2905","Wisconsin",2012,"Mortality from cerebrovascular disease (stroke)",1009,"Male",5726422,0.000176200775981931
"2906","Wisconsin",2012,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2444,"Male",5726422,0.000426793554509256
"2907","Wisconsin",2012,"Mortality from coronary heart disease",3879,"Male",5726422,0.00067738633303658
"2908","Wisconsin",2012,"Mortality from diseases of the heart",5865,"Male",5726422,0.00102419975335384
"2909","Wisconsin",2012,"Mortality from heart failure",3137,"Female",5726422,0.000547811530480988
"2910","Wisconsin",2012,"Mortality from heart failure",2719,"Male",5726422,0.000474816560847245
"2911","Wisconsin",2012,"Mortality from coronary heart disease",6714,"Overall",5726422,0.00117245987110276
"2912","Wyoming",2012,"Mortality from coronary heart disease",603,"Overall",577080,0.00104491578290705
"2913","Wyoming",2012,"Current asthma prevalence among adults aged >= 18 years",9,"Overall",577080,1.55957579538366e-05
"2914","Wyoming",2012,"Mortality from heart failure",262,"Female",577080,0.000454009842656131
"2915","Wyoming",2012,"Mortality from diseases of the heart",595,"Male",577080,0.00103105288694808
"2916","Wyoming",2012,"Mortality from heart failure",244,"Male",577080,0.000422818326748458
"2917","Wyoming",2012,"Mortality from total cardiovascular disease",1296,"Overall",577080,0.00224578914535246
"2918","Wyoming",2012,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",303,"Female",577080,0.000525057184445831
"2919","Wyoming",2012,"Mortality from total cardiovascular disease",591,"Female",577080,0.0010241214389686
"2920","Wyoming",2012,"Mortality from coronary heart disease",212,"Female",577080,0.000367366742912594
"2921","Wyoming",2012,"Mortality from heart failure",506,"Overall",577080,0.000876828169404589
"2922","Wyoming",2012,"Mortality from coronary heart disease",391,"Male",577080,0.000677549039994455
"2923","Wyoming",2012,"Mortality from cerebrovascular disease (stroke)",205,"Overall",577080,0.000355236708948499
"2924","Wyoming",2012,"Mortality from total cardiovascular disease",705,"Male",577080,0.00122166770638386
"2925","Wyoming",2012,"Mortality from diseases of the heart",1005,"Overall",577080,0.00174152630484508
"2926","Wyoming",2012,"Mortality from diseases of the heart",410,"Female",577080,0.000710473417896999
"2927","Wyoming",2012,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",321,"Male",577080,0.000556248700353504
"2928","Wyoming",2012,"Mortality from cerebrovascular disease (stroke)",130,"Female",577080,0.000225272059333195
"2929","Wyoming",2012,"Mortality from cerebrovascular disease (stroke)",75,"Male",577080,0.000129964649615305
"2930","Wyoming",2012,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",624,"Overall",577080,0.00108130588479933
"2931","Wyoming",2012,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",9.9,"Overall",577080,1.71553337492202e-05
"2932","Wyoming",2012,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",7,"Overall",577080,1.21300339640951e-05
"2933","Alabama",2013,"Mortality from total cardiovascular disease",7949,"Female",4830533,0.00164557410124307
"2934","Alabama",2013,"Mortality from coronary heart disease",2269,"Female",4830533,0.000469720422156313
"2935","Alabama",2013,"Mortality from total cardiovascular disease",8303,"Male",4830533,0.0017188579396932
"2936","Alabama",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",10.6,"Male",4830533,2.19437482364783e-06
"2937","Alabama",2013,"Mortality from heart failure",5953,"Overall",4830533,0.00123236918162033
"2938","Alabama",2013,"Current asthma prevalence among adults aged >= 18 years",10.8,"Female",4830533,2.23577812220722e-06
"2939","Alabama",2013,"Current asthma prevalence among adults aged >= 18 years",6.1,"Male",4830533,1.26280060606148e-06
"2940","Alabama",2013,"Mortality from heart failure",3130,"Female",4830533,0.000647961622454499
"2941","Alabama",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",13.9,"Female",4830533,2.87752924987781e-06
"2942","Alabama",2013,"Mortality from coronary heart disease",5355,"Overall",4830533,0.00110857331892775
"2943","Alabama",2013,"Mortality from diseases of the heart",6562,"Male",4830533,0.00135844222573368
"2944","Alabama",2013,"Mortality from diseases of the heart",12472,"Overall",4830533,0.00258190969816374
"2945","Alabama",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",10.3,"Overall",4830533,2.13226987580874e-06
"2946","Alabama",2013,"Mortality from heart failure",2823,"Male",4830533,0.000584407559165831
"2947","Alabama",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2374,"Female",4830533,0.000491457153899994
"2948","Alabama",2013,"Mortality from total cardiovascular disease",16252,"Overall",4830533,0.00336443204093627
"2949","Alabama",2013,"Current asthma prevalence among adults aged >= 18 years",8.5,"Overall",4830533,1.7596401887742e-06
"2950","Alabama",2013,"Mortality from coronary heart disease",3086,"Male",4830533,0.000638852896771433
"2951","Alabama",2013,"Mortality from diseases of the heart",5910,"Female",4830533,0.00122346747243006
"2952","Alabama",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",10.1,"Female",4830533,2.09086657724934e-06
"2953","Alabama",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2738,"Male",4830533,0.000566811157278089
"2954","Alabama",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",14.4,"Male",4830533,2.98103749627629e-06
"2955","Alabama",2013,"Mortality from cerebrovascular disease (stroke)",1473,"Female",4830533,0.000304935293889929
"2956","Alabama",2013,"Mortality from cerebrovascular disease (stroke)",1131,"Male",4830533,0.000234135653353367
"2957","Alabama",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",14.1,"Overall",4830533,2.9189325484372e-06
"2958","Alabama",2013,"Mortality from cerebrovascular disease (stroke)",2604,"Overall",4830533,0.000539070947243296
"2959","Alabama",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",5112,"Overall",4830533,0.00105826831117808
"2960","Alaska",2013,"Mortality from cerebrovascular disease (stroke)",189,"Overall",737442,0.000256291342234372
"2961","Alaska",2013,"Mortality from cerebrovascular disease (stroke)",81,"Male",737442,0.000109839146671874
"2962","Alaska",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",6.7,"Female",737442,9.08546028026611e-06
"2963","Alaska",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",415,"Overall",737442,0.000562756121837378
"2964","Alaska",2013,"Current asthma prevalence among adults aged >= 18 years",9.3,"Overall",737442,1.26111612845485e-05
"2965","Alaska",2013,"Mortality from total cardiovascular disease",569,"Male",737442,0.000771586104398719
"2966","Alaska",2013,"Mortality from heart failure",328,"Overall",737442,0.000444780742078699
"2967","Alaska",2013,"Current asthma prevalence among adults aged >= 18 years",12.7,"Female",737442,1.72216933670716e-05
"2968","Alaska",2013,"Mortality from heart failure",163,"Male",737442,0.000221034332191549
"2969","Alaska",2013,"Mortality from cerebrovascular disease (stroke)",108,"Female",737442,0.000146452195562498
"2970","Alaska",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.2,"Overall",737442,1.11195185519675e-05
"2971","Alaska",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",195,"Female",737442,0.000264427575321178
"2972","Alaska",2013,"Mortality from total cardiovascular disease",963,"Overall",737442,0.00130586541043228
"2973","Alaska",2013,"Mortality from total cardiovascular disease",394,"Female",737442,0.000534279306033559
"2974","Alaska",2013,"Mortality from heart failure",165,"Female",737442,0.00022374640988715
"2975","Alaska",2013,"Mortality from diseases of the heart",453,"Male",737442,0.000614285598053813
"2976","Alaska",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",9.6,"Female",737442,1.30179729388888e-05
"2977","Alaska",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",220,"Male",737442,0.000298328546516201
"2978","Alaska",2013,"Mortality from coronary heart disease",385,"Overall",737442,0.000522074956403351
"2979","Alaska",2013,"Mortality from coronary heart disease",270,"Male",737442,0.000366130488906246
"2980","Alaska",2013,"Mortality from coronary heart disease",115,"Female",737442,0.000155944467497105
"2981","Alaska",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",6.9,"Male",737442,9.35666804982629e-06
"2982","Alaska",2013,"Current asthma prevalence among adults aged >= 18 years",6.2,"Male",737442,8.40744085636565e-06
"2983","Alaska",2013,"Mortality from diseases of the heart",253,"Female",737442,0.000343077828493631
"2984","Alaska",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",4.4,"Male",737442,5.96657093032401e-06
"2985","Alaska",2013,"Mortality from diseases of the heart",706,"Overall",737442,0.000957363426547444
"2986","Alaska",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.5,"Overall",737442,7.45821366290501e-06
"2987","Arizona",2013,"Mortality from total cardiovascular disease",7687,"Male",6630799,0.00115928713869927
"2988","Arizona",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",5472,"Overall",6630799,0.000825239914526138
"2989","Arizona",2013,"Mortality from diseases of the heart",4667,"Female",6630799,0.000703836747275856
"2990","Arizona",2013,"Mortality from diseases of the heart",6088,"Male",6630799,0.000918139729465484
"2991","Arizona",2013,"Current asthma prevalence among adults aged >= 18 years",6.6,"Male",6630799,9.9535516006442e-07
"2992","Arizona",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.9,"Male",6630799,1.34222135220808e-06
"2993","Arizona",2013,"Mortality from heart failure",2275,"Female",6630799,0.000343095907446448
"2994","Arizona",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",9.9,"Female",6630799,1.49303274009663e-06
"2995","Arizona",2013,"Mortality from diseases of the heart",10755,"Overall",6630799,0.00162197647674134
"2996","Arizona",2013,"Current asthma prevalence among adults aged >= 18 years",8.9,"Overall",6630799,1.34222135220808e-06
"2997","Arizona",2013,"Current asthma prevalence among adults aged >= 18 years",11.1,"Female",6630799,1.67400640556289e-06
"2998","Arizona",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",9.4,"Overall",6630799,1.41762704615236e-06
"2999","Arizona",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2642,"Female",6630799,0.000398443686801545
"3000","Arizona",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2830,"Male",6630799,0.000426796227724592
"3001","Arizona",2013,"Mortality from total cardiovascular disease",6597,"Female",6630799,0.000994902725900755
"3002","Arizona",2013,"Mortality from heart failure",4657,"Overall",6630799,0.000702328633396971
"3003","Arizona",2013,"Mortality from heart failure",2382,"Male",6630799,0.000359232725950523
"3004","Arizona",2013,"Mortality from coronary heart disease",4387,"Male",6630799,0.000661609558667063
"3005","Arizona",2013,"Mortality from cerebrovascular disease (stroke)",1239,"Female",6630799,0.000186855309593912
"3006","Arizona",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",6.7,"Female",6630799,1.01043629885328e-06
"3007","Arizona",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",7.5,"Male",6630799,1.13108540916411e-06
"3008","Arizona",2013,"Mortality from total cardiovascular disease",14284,"Overall",6630799,0.00215418986460003
"3009","Arizona",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",7.1,"Overall",6630799,1.07076085400869e-06
"3010","Arizona",2013,"Mortality from coronary heart disease",2970,"Female",6630799,0.000447909822028989
"3011","Arizona",2013,"Mortality from cerebrovascular disease (stroke)",2162,"Overall",6630799,0.000326054220615042
"3012","Arizona",2013,"Mortality from coronary heart disease",7357,"Overall",6630799,0.00110951938069605
"3013","Arizona",2013,"Mortality from cerebrovascular disease (stroke)",923,"Male",6630799,0.00013919891102113
"3014","Arkansas",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",9.6,"Female",2957957,3.24548328457784e-06
"3015","Arkansas",2013,"Mortality from total cardiovascular disease",4829,"Male",2957957,0.00163254570637775
"3016","Arkansas",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",13.9,"Female",2957957,4.69918933912832e-06
"3017","Arkansas",2013,"Current asthma prevalence among adults aged >= 18 years",6.6,"Male",2957957,2.23126975814726e-06
"3018","Arkansas",2013,"Mortality from total cardiovascular disease",9604,"Overall",2957957,0.00324683556927974
"3019","Arkansas",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",8.4,"Male",2957957,2.83979787400561e-06
"3020","Arkansas",2013,"Mortality from diseases of the heart",3860,"Male",2957957,0.00130495473734067
"3021","Arkansas",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1598,"Female",2957957,0.000540237738412019
"3022","Arkansas",2013,"Current asthma prevalence among adults aged >= 18 years",9.9,"Female",2957957,3.34690463722089e-06
"3023","Arkansas",2013,"Mortality from heart failure",2060,"Female",2957957,0.000696426621482327
"3024","Arkansas",2013,"Mortality from diseases of the heart",3517,"Female",2957957,0.00118899632415211
"3025","Arkansas",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1742,"Male",2957957,0.000588919987680686
"3026","Arkansas",2013,"Mortality from diseases of the heart",7377,"Overall",2957957,0.00249395106149278
"3027","Arkansas",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",9,"Overall",2957957,3.04264057929172e-06
"3028","Arkansas",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",13,"Overall",2957957,4.39492528119915e-06
"3029","Arkansas",2013,"Mortality from cerebrovascular disease (stroke)",1637,"Overall",2957957,0.000553422514255616
"3030","Arkansas",2013,"Current asthma prevalence among adults aged >= 18 years",8.3,"Overall",2957957,2.80599075645792e-06
"3031","Arkansas",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",12.1,"Male",2957957,4.09066122326998e-06
"3032","Arkansas",2013,"Mortality from heart failure",1843,"Male",2957957,0.000623065176403849
"3033","Arkansas",2013,"Mortality from coronary heart disease",1919,"Female",2957957,0.00064875858574009
"3034","Arkansas",2013,"Mortality from cerebrovascular disease (stroke)",687,"Male",2957957,0.000232254897552601
"3035","Arkansas",2013,"Mortality from total cardiovascular disease",4775,"Female",2957957,0.001614289862902
"3036","Arkansas",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",3340,"Overall",2957957,0.00112915772609271
"3037","Arkansas",2013,"Mortality from heart failure",3903,"Overall",2957957,0.00131949179788618
"3038","Arkansas",2013,"Mortality from coronary heart disease",4356,"Overall",2957957,0.00147263804037719
"3039","Arkansas",2013,"Mortality from cerebrovascular disease (stroke)",950,"Female",2957957,0.000321167616703015
"3040","Arkansas",2013,"Mortality from coronary heart disease",2437,"Male",2957957,0.000823879454637103
"3041","California",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.5,"Female",38414128,2.21272756731586e-07
"3042","California",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",26851,"Overall",38414128,0.000698987622470566
"3043","California",2013,"Mortality from diseases of the heart",60299,"Overall",38414128,0.00156970893625387
"3044","California",2013,"Current asthma prevalence among adults aged >= 18 years",8.7,"Overall",38414128,2.26479174537035e-07
"3045","California",2013,"Current asthma prevalence among adults aged >= 18 years",6.3,"Male",38414128,1.64002160871646e-07
"3046","California",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",13745,"Male",38414128,0.000357811063679488
"3047","California",2013,"Mortality from diseases of the heart",32185,"Male",38414128,0.000837842785341893
"3048","California",2013,"Mortality from heart failure",30249,"Overall",38414128,0.000787444660985146
"3049","California",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",5.8,"Male",38414128,1.50986116358023e-07
"3050","California",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",13106,"Female",38414128,0.000341176558791078
"3051","California",2013,"Mortality from total cardiovascular disease",81605,"Overall",38414128,0.00212434862506836
"3052","California",2013,"Mortality from total cardiovascular disease",40178,"Female",38414128,0.00104591727293667
"3053","California",2013,"Mortality from heart failure",15388,"Female",38414128,0.000400581785951252
"3054","California",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.4,"Female",38414128,1.40573280747125e-07
"3055","California",2013,"Mortality from heart failure",14861,"Male",38414128,0.000386862875033894
"3056","California",2013,"Current asthma prevalence among adults aged >= 18 years",11.1,"Female",38414128,2.88956188202424e-07
"3057","California",2013,"Mortality from total cardiovascular disease",41427,"Male",38414128,0.00107843135213169
"3058","California",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",7.2,"Overall",38414128,1.87431040996167e-07
"3059","California",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",3.9,"Male",38414128,1.01525147206257e-07
"3060","California",2013,"Mortality from cerebrovascular disease (stroke)",7848,"Female",38414128,0.000204299834685822
"3061","California",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",4.6,"Overall",38414128,1.19747609525329e-07
"3062","California",2013,"Mortality from cerebrovascular disease (stroke)",5850,"Male",38414128,0.000152287720809386
"3063","California",2013,"Mortality from coronary heart disease",22236,"Male",38414128,0.000578849531609829
"3064","California",2013,"Mortality from cerebrovascular disease (stroke)",13698,"Overall",38414128,0.000356587555495207
"3065","California",2013,"Mortality from coronary heart disease",17344,"Female",38414128,0.000451500552088544
"3066","California",2013,"Mortality from diseases of the heart",28114,"Female",38414128,0.000731866150911977
"3067","California",2013,"Mortality from coronary heart disease",39580,"Overall",38414128,0.00103035008369837
"3068","Colorado",2013,"Current asthma prevalence among adults aged >= 18 years",6.2,"Male",5271132,1.17621793572993e-06
"3069","Colorado",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2025,"Female",5271132,0.000384167954815019
"3070","Colorado",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2279,"Male",5271132,0.00043235494766589
"3071","Colorado",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",4304,"Overall",5271132,0.000816522902480909
"3072","Colorado",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",6.2,"Male",5271132,1.17621793572993e-06
"3073","Colorado",2013,"Current asthma prevalence among adults aged >= 18 years",8.7,"Overall",5271132,1.65049936142749e-06
"3074","Colorado",2013,"Mortality from cerebrovascular disease (stroke)",933,"Female",5271132,0.000177001828070327
"3075","Colorado",2013,"Mortality from heart failure",1866,"Male",5271132,0.000354003656140654
"3076","Colorado",2013,"Current asthma prevalence among adults aged >= 18 years",11.2,"Female",5271132,2.12478078712504e-06
"3077","Colorado",2013,"Mortality from coronary heart disease",1444,"Female",5271132,0.000273944951482907
"3078","Colorado",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8,"Female",5271132,1.51770056223217e-06
"3079","Colorado",2013,"Mortality from total cardiovascular disease",4442,"Male",5271132,0.000842703237179414
"3080","Colorado",2013,"Mortality from total cardiovascular disease",8829,"Overall",5271132,0.00167497228299348
"3081","Colorado",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.3,"Female",5271132,1.00547662247881e-06
"3082","Colorado",2013,"Mortality from cerebrovascular disease (stroke)",655,"Male",5271132,0.000124261733532759
"3083","Colorado",2013,"Mortality from heart failure",4027,"Overall",5271132,0.00076397252051362
"3084","Colorado",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",3.8,"Male",5271132,7.20907767060282e-07
"3085","Colorado",2013,"Mortality from heart failure",2161,"Female",5271132,0.000409968864372966
"3086","Colorado",2013,"Mortality from cerebrovascular disease (stroke)",1588,"Overall",5271132,0.000301263561603086
"3087","Colorado",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",4.6,"Overall",5271132,8.726778232835e-07
"3088","Colorado",2013,"Mortality from diseases of the heart",3017,"Female",5271132,0.000572362824531808
"3089","Colorado",2013,"Mortality from coronary heart disease",3638,"Overall",5271132,0.000690174330675081
"3090","Colorado",2013,"Mortality from diseases of the heart",3439,"Male",5271132,0.000652421529189555
"3091","Colorado",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",7.1,"Overall",5271132,1.34695924898105e-06
"3092","Colorado",2013,"Mortality from coronary heart disease",2194,"Male",5271132,0.000416229379192174
"3093","Colorado",2013,"Mortality from total cardiovascular disease",4387,"Female",5271132,0.000832269045814068
"3094","Colorado",2013,"Mortality from diseases of the heart",6456,"Overall",5271132,0.00122478435372136
"3095","Connecticut",2013,"Mortality from heart failure",1610,"Male",3597168,0.000447574314015915
"3096","Connecticut",2013,"Mortality from cerebrovascular disease (stroke)",531,"Male",3597168,0.000147616124684752
"3097","Connecticut",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2630,"Overall",3597168,0.000731130711715438
"3098","Connecticut",2013,"Mortality from heart failure",1986,"Female",3597168,0.000552100986109072
"3099","Connecticut",2013,"Mortality from diseases of the heart",7090,"Overall",3597168,0.00197099496048002
"3100","Connecticut",2013,"Mortality from heart failure",3596,"Overall",3597168,0.000999675300124987
"3101","Connecticut",2013,"Current asthma prevalence among adults aged >= 18 years",12.4,"Female",3597168,3.44715620732754e-06
"3102","Connecticut",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1418,"Female",3597168,0.000394198992096004
"3103","Connecticut",2013,"Mortality from cerebrovascular disease (stroke)",817,"Female",3597168,0.000227123114627952
"3104","Connecticut",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.3,"Overall",3597168,2.30737068716279e-06
"3105","Connecticut",2013,"Mortality from diseases of the heart",3549,"Male",3597168,0.000986609466113342
"3106","Connecticut",2013,"Mortality from total cardiovascular disease",4420,"Male",3597168,0.00122874439003127
"3107","Connecticut",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",7.1,"Female",3597168,1.97377492516335e-06
"3108","Connecticut",2013,"Mortality from total cardiovascular disease",4763,"Female",3597168,0.00132409717866944
"3109","Connecticut",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1212,"Male",3597168,0.000336931719619434
"3110","Connecticut",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",10,"Female",3597168,2.77996468332866e-06
"3111","Connecticut",2013,"Mortality from total cardiovascular disease",9183,"Overall",3597168,0.00255284156870071
"3112","Connecticut",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",4.5,"Male",3597168,1.2509841074979e-06
"3113","Connecticut",2013,"Mortality from diseases of the heart",3541,"Female",3597168,0.000984385494366679
"3114","Connecticut",2013,"Mortality from coronary heart disease",3762,"Overall",3597168,0.00104582271386824
